timestamp(ms);elapse-time(ms);tx-load
2665;229;3
2799;352;4
2813;248;4
2990;192;3
3384;573;6
3400;492;6
3525;603;7
3532;617;7
3638;530;7
3825;431;9
3971;451;10
4209;668;11
4220;585;10
4309;575;10
4399;652;11
4408;667;11
4499;602;10
4585;536;10
4758;542;12
4847;543;11
4961;567;13
5196;782;13
5209;713;12
5320;741;12
5423;751;14
5429;753;14
5524;682;14
5605;651;14
5750;547;15
5837;524;16
5922;504;15
6072;638;15
6083;565;15
6167;567;16
6248;575;13
6256;579;12
6340;507;11
6423;506;11
6579;497;12
6711;547;13
6852;611;11
7018;756;12
7031;695;11
7118;698;12
7200;698;12
7208;699;12
7294;590;11
7383;541;11
7654;626;16
7731;618;15
7812;618;15
7962;748;11
7971;680;11
8098;721;12
8178;604;12
8186;609;12
8267;543;12
8348;539;12
8631;664;16
8723;628;15
8819;645;11
8982;791;13
8993;730;13
9083;740;14
9160;661;14
9167;662;15
9249;532;13
9340;528;14
9497;509;13
9580;500;15
9668;513;16
9812;640;11
9823;578;11
9946;610;12
10042;621;12
10051;627;12
10141;565;11
10284;625;12
10460;641;14
10555;614;15
10652;615;14
10828;772;14
10842;707;14
10928;668;13
10998;625;14
11005;626;15
11082;536;13
11159;520;14
11311;474;13
11391;467;15
11473;478;15
11618;608;11
11629;551;10
11712;559;10
11795;563;9
11801;565;9
12052;667;10
12192;722;13
12369;742;11
12470;762;12
12575;784;14
12731;923;16
12743;696;14
12822;643;14
12896;620;14
12902;622;14
12980;515;13
13119;548;14
13268;527;16
13345;531;17
13423;531;16
13578;671;13
13590;614;12
13674;562;11
13748;554;12
13756;558;12
13856;512;12
13985;566;10
14157;571;13
14245;578;12
14329;584;11
14614;853;15
14624;773;13
14700;720;13
14780;710;14
14787;712;14
14881;643;13
14960;635;13
15130;510;13
15205;510;13
15283;511;15
15431;637;14
15444;570;14
15573;618;12
15735;680;11
15748;690;11
15879;678;12
15972;693;13
16157;716;15
16245;678;14
16342;632;14
16491;734;15
16501;629;14
16586;620;14
16666;604;13
16672;605;13
16752;514;13
16840;505;15
17002;505;13
17083;503;15
17159;497;13
17301;624;11
17311;564;11
17396;559;10
17550;637;10
17559;640;10
17672;594;9
17802;649;10
18120;813;10
18233;844;10
18328;811;10
18507;938;11
18519;854;10
18891;1096;15
18997;1078;15
19004;1079;15
19109;882;14
19198;874;13
19442;928;15
19563;676;14
19670;677;15
19876;864;18
19887;785;17
19987;792;17
20093;793;14
20100;795;15
20209;651;13
20320;654;13
20499;617;15
20593;611;15
20698;610;14
20878;772;12
20890;688;12
20999;684;11
21100;692;12
21108;694;12
21226;636;11
21362;669;10
21574;688;15
21727;731;14
21846;749;12
22034;920;13
22047;826;13
22151;795;13
22248;775;13
22256;778;13
22351;627;12
22445;605;12
22637;597;12
22740;594;13
22848;604;15
23171;910;13
23184;838;12
23290;850;12
23403;861;11
23410;863;11
23529;794;10
23635;795;12
23839;658;12
23934;650;13
24030;633;13
24386;969;13
24398;874;12
24502;873;11
24599;854;11
24606;855;11
24703;774;10
24917;891;15
25159;765;16
25273;776;15
25379;785;14
25567;957;14
25579;882;14
25694;782;14
25794;745;16
25805;751;16
25905;637;15
25991;616;14
26170;594;15
26258;570;15
26349;560;15
26524;713;14
26537;636;14
26629;641;11
26740;661;12
26751;666;12
26931;678;10
27038;694;10
27257;727;10
27359;735;10
27463;731;10
27934;1176;15
27945;1019;13
28043;1011;14
28131;973;13
28138;974;13
28242;887;13
28348;889;14
28539;599;13
28666;630;15
28805;677;17
29012;869;17
29022;782;17
29128;786;14
29229;786;12
29238;789;12
29358;697;11
29467;666;13
29645;627;13
29735;612;15
29936;713;14
30116;869;13
30127;774;13
30222;761;12
30315;753;12
30322;755;12
30422;693;11
30528;596;11
30777;651;15
30890;673;16
30993;684;14
31199;871;13
31214;799;13
31311;790;13
31404;730;14
31412;733;15
31505;620;12
31594;608;13
31766;560;13
31869;563;15
31967;566;16
32133;714;12
32144;645;11
32235;647;11
32341;661;11
32349;664;11
32501;637;11
32617;656;10
32823;685;13
32934;702;13
33043;707;12
33283;926;13
33295;806;12
33395;782;13
33500;779;13
33507;781;13
33618;691;12
33712;674;12
33912;622;13
34049;661;15
34155;659;14
34367;854;13
34404;792;12
34526;820;13
34645;848;12
34654;852;12
34765;719;11
34879;730;10
35080;687;12
35185;665;13
35299;659;13
35672;1009;13
35683;922;13
35782;906;12
35881;901;11
35889;903;11
35981;802;10
36075;790;12
36335;657;13
36455;678;15
36572;695;17
36796;900;14
36808;830;14
36924;854;14
37026;820;14
37032;821;14
37133;683;13
37228;661;13
37398;596;12
37490;573;12
37596;575;13
37770;730;14
37781;653;13
38121;897;11
38277;963;13
38285;966;13
38397;910;15
38501;911;14
38696;919;15
38797;682;14
38909;637;15
39079;788;16
39091;699;16
39187;691;16
39284;688;15
39292;688;15
39403;612;14
39504;600;11
39686;601;12
39780;598;13
39881;601;12
40245;948;13
